Delivery_person_Age,Delivery_person_Ratings,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,delivery_time_mins,weather_clean,distance_km,order_hour,pickup_hour,pickup_delay_minutes
20,4.9,Jam,1,Buffet,scooter,0,No,Metropolitian,26,Fog,9.32,19,19,5
37,4.9,High,0,Drinks,motorcycle,0,Yes,Metropolitian,42,Sandstorms,6.21,14,14,10
26,4.2,Low,0,Meal,motorcycle,1,No,Metropolitian,21,Stormy,3.1,9,9,5
38,4.8,Jam,1,Meal,motorcycle,1,No,Metropolitian,25,Sunny,12.42,19,20,10
32,4.6,Low,1,Snack,motorcycle,1,No,Metropolitian,28,Sandstorms,1.55,10,10,5
34,5.0,Low,2,Meal,motorcycle,0,No,Metropolitian,14,Sunny,3.11,8,8,5
36,4.6,Medium,2,Meal,motorcycle,0,No,Metropolitian,29,Stormy,9.31,17,17,5
20,4.5,Medium,0,Meal,motorcycle,1,No,Metropolitian,12,Windy,9.32,18,19,5
33,4.6,High,2,Drinks,electric_scooter,1,No,Metropolitian,33,Windy,3.11,11,12,15
35,4.6,Low,2,Snack,scooter,0,No,Urban,29,Windy,1.55,10,10,5
25,4.7,Low,1,Drinks,motorcycle,0,No,Urban,10,Windy,3.11,9,9,10
36,4.3,High,2,Snack,motorcycle,0,No,Metropolitian,34,Cloudy,6.21,13,13,15
29,5.0,Medium,0,Meal,motorcycle,1,Yes,Urban,44,Fog,17.08,18,18,10
37,4.5,High,2,Meal,motorcycle,1,No,Metropolitian,23,Sunny,6.21,14,14,5
34,5.0,Low,1,Drinks,motorcycle,0,No,Urban,20,Sandstorms,3.11,8,9,15
23,4.8,Low,0,Buffet,motorcycle,0,No,Urban,21,Sunny,12.42,23,23,5
35,4.7,High,1,Drinks,scooter,1,No,Metropolitian,34,Fog,1.55,11,11,5
24,4.2,Jam,0,Buffet,motorcycle,2,No,Metropolitian,37,Sandstorms,10.87,19,19,5
24,4.7,Jam,1,Buffet,motorcycle,1,No,Metropolitian,36,Cloudy,20.18,21,21,5
26,4.4,Low,0,Meal,motorcycle,1,No,Urban,29,Sandstorms,3.11,9,9,15
38,4.8,Medium,0,Snack,motorcycle,0,No,Metropolitian,28,Sunny,13.97,17,17,15
22,4.8,Low,2,Meal,scooter,0,No,Metropolitian,10,Cloudy,3.11,8,8,10
34,4.7,Low,1,Buffet,scooter,0,No,Metropolitian,19,Fog,1.55,10,10,15
21,4.8,Jam,2,Meal,scooter,1,No,Urban,37,Fog,20.18,19,19,15
24,4.7,Jam,0,Buffet,motorcycle,1,No,Metropolitian,25,Windy,20.18,20,20,5
27,4.9,Jam,1,Meal,scooter,0,Yes,Urban,42,Fog,20.18,20,21,15
21,4.9,Low,2,Buffet,electric_scooter,0,No,Metropolitian,18,Stormy,12.42,22,22,5
25,4.9,Medium,1,Snack,scooter,1,No,Urban,17,Fog,9.32,17,17,5
20,4.9,Low,1,Snack,motorcycle,1,No,Metropolitian,14,Stormy,3.11,10,10,10
39,5.0,Medium,2,Meal,scooter,0,No,Metropolitian,15,Cloudy,6.21,15,15,15
38,4.0,High,2,Meal,motorcycle,1,No,Metropolitian,31,Fog,1.55,11,11,5
38,4.5,Medium,1,Meal,motorcycle,1,No,Metropolitian,22,Windy,17.08,18,18,15
37,4.7,Low,0,Drinks,motorcycle,1,No,Metropolitian,25,Cloudy,3.11,10,10,10
39,5.0,Medium,1,Buffet,scooter,1,No,Metropolitian,34,Fog,13.97,17,17,5
35,4.3,Jam,0,Drinks,motorcycle,0,Yes,Urban,49,Sandstorms,13.97,21,21,10
32,4.6,High,1,Buffet,motorcycle,1,No,Metropolitian,30,Windy,3.11,11,11,15
34,4.7,Low,0,Snack,motorcycle,0,No,Metropolitian,22,Sunny,4.66,22,23,10
20,4.8,Medium,0,Meal,motorcycle,1,No,Urban,18,Sandstorms,4.66,18,18,5
32,4.3,Jam,2,Snack,scooter,1,No,Metropolitian,33,Sunny,12.42,20,21,15
32,4.7,Low,0,Snack,motorcycle,0,No,Metropolitian,24,Sunny,4.66,22,22,5
37,3.9,Low,2,Drinks,electric_scooter,1,No,Metropolitian,32,Cloudy,17.08,0,0,5
29,4.6,Low,2,Meal,scooter,0,No,Urban,13,Fog,1.55,10,10,15
32,4.6,Low,0,Drinks,motorcycle,0,No,Urban,23,Sunny,1.55,10,10,15
32,4.5,Jam,1,Drinks,scooter,2,No,Urban,41,Stormy,12.42,21,21,15
33,4.7,Jam,1,Meal,motorcycle,1,No,Metropolitian,35,Cloudy,10.87,21,22,10
39,4.8,Low,1,Buffet,scooter,1,No,Metropolitian,20,Sandstorms,3.1,10,10,15
29,4.9,Low,1,Meal,scooter,1,No,Metropolitian,18,Sunny,3.11,8,9,10
28,4.6,Jam,1,Buffet,motorcycle,1,No,Metropolitian,44,Cloudy,10.87,21,21,15
25,4.9,Low,0,Snack,motorcycle,0,No,Urban,24,Cloudy,13.97,22,22,15
27,5.0,Low,1,Buffet,motorcycle,0,No,Metropolitian,11,Windy,13.97,23,0,-1435
35,4.4,Jam,1,Meal,motorcycle,0,No,Metropolitian,36,Stormy,17.08,19,19,10
34,4.8,Jam,2,Snack,electric_scooter,1,No,Metropolitian,35,Fog,20.18,19,20,15
32,4.5,Low,0,Buffet,motorcycle,1,No,Metropolitian,20,Windy,12.42,23,23,10
21,4.2,Jam,2,Buffet,scooter,1,No,Metropolitian,36,Cloudy,20.18,20,20,5
28,4.6,Low,0,Meal,motorcycle,1,No,Metropolitian,22,Sunny,13.97,22,22,15
29,3.3,Low,2,Meal,electric_scooter,2,No,Metropolitian,36,Sunny,20.18,23,23,15
23,4.6,Low,2,Snack,motorcycle,1,No,Metropolitian,16,Windy,20.18,22,22,15
23,4.8,Low,1,Snack,motorcycle,0,No,Metropolitian,26,Fog,20.18,22,22,15
34,4.1,High,2,Buffet,motorcycle,1,No,Metropolitian,34,Windy,1.55,11,11,15
21,5.0,Jam,2,Meal,scooter,1,No,Metropolitian,24,Stormy,12.42,20,21,15
24,4.7,Low,2,Snack,scooter,0,No,Urban,10,Cloudy,3.11,8,9,15
33,4.7,Low,1,Buffet,scooter,0,No,Urban,12,Sunny,7.76,22,22,10
36,4.8,Low,2,Meal,motorcycle,1,No,Urban,20,Windy,17.08,22,22,5
28,4.8,Jam,2,Buffet,scooter,0,No,Metropolitian,33,Fog,13.97,20,20,10
34,4.6,Low,1,Meal,scooter,1,No,Metropolitian,20,Windy,13.97,22,22,5
34,4.5,Low,1,Drinks,scooter,1,No,Urban,15,Stormy,17.08,0,0,15
26,4.9,Medium,2,Snack,scooter,0,No,Metropolitian,21,Stormy,4.66,19,19,5
20,4.6,Low,1,Meal,motorcycle,0,No,Metropolitian,13,Fog,3.11,10,10,5
26,4.7,Jam,0,Drinks,motorcycle,1,No,Metropolitian,38,Cloudy,13.97,21,21,15
25,4.6,Jam,0,Snack,motorcycle,1,No,Metropolitian,32,Sunny,20.18,20,20,5
25,4.9,Jam,2,Meal,scooter,1,No,Metropolitian,19,Sandstorms,20.18,21,21,15
30,4.2,Medium,0,Meal,motorcycle,2,No,Metropolitian,39,Stormy,9.32,18,18,5
29,4.6,Medium,1,Drinks,scooter,0,No,Urban,10,Sunny,6.21,15,15,5
30,4.3,Medium,2,Meal,scooter,0,No,Metropolitian,34,Stormy,12.42,17,17,10
25,4.7,Low,0,Buffet,motorcycle,1,No,Metropolitian,18,Cloudy,4.66,22,22,5
23,4.7,Medium,0,Meal,motorcycle,1,No,Urban,35,Stormy,13.97,18,18,5
38,4.6,Medium,2,Snack,scooter,1,No,Urban,16,Cloudy,7.76,18,18,15
21,4.9,Jam,1,Meal,scooter,1,No,Metropolitian,16,Sunny,7.76,19,19,10
24,4.6,Medium,0,Snack,motorcycle,1,No,Urban,17,Sunny,4.66,18,18,5
33,4.2,Low,0,Buffet,motorcycle,1,No,Metropolitian,33,Stormy,3.11,10,11,10
25,4.7,Low,2,Snack,scooter,1,No,Metropolitian,12,Stormy,3.11,10,10,5
29,4.9,Jam,1,Buffet,scooter,0,No,Metropolitian,24,Stormy,13.97,22,22,10
23,4.7,High,2,Meal,electric_scooter,0,No,Metropolitian,28,Fog,3.11,11,12,15
27,4.7,Jam,1,Buffet,motorcycle,0,No,Urban,27,Sandstorms,20.18,20,20,15
31,4.9,Jam,1,Meal,motorcycle,1,No,Metropolitian,27,Stormy,17.08,21,21,10
24,4.9,Medium,2,Drinks,scooter,1,No,Metropolitian,26,Stormy,10.87,18,18,15
35,4.6,Low,0,Drinks,motorcycle,2,Yes,Metropolitian,43,Cloudy,17.08,22,22,5
26,4.9,Jam,0,Meal,motorcycle,1,No,Metropolitian,29,Fog,9.32,21,21,5
34,4.0,Low,0,Drinks,motorcycle,1,No,Urban,30,Stormy,3.11,9,9,10
29,4.9,Jam,2,Snack,motorcycle,0,No,Urban,19,Sunny,20.18,19,20,15
28,4.8,Low,2,Meal,electric_scooter,1,No,Urban,12,Cloudy,4.66,22,22,5
20,5.0,Low,1,Buffet,motorcycle,1,No,Metropolitian,13,Fog,4.66,23,23,10
30,4.5,Medium,1,Snack,scooter,1,No,Urban,23,Windy,13.97,17,17,5
29,4.8,Medium,2,Meal,scooter,1,No,Metropolitian,18,Sunny,9.32,18,18,15
25,4.7,Medium,0,Meal,motorcycle,1,No,Urban,23,Cloudy,6.21,15,15,5
27,5.0,Low,0,Snack,motorcycle,1,No,Metropolitian,20,Cloudy,13.97,23,23,5
35,4.9,Jam,1,Drinks,motorcycle,1,No,Urban,21,Sunny,9.32,21,22,5
20,5.0,Low,1,Drinks,motorcycle,0,No,Metropolitian,14,Sandstorms,20.18,22,23,5
28,4.5,High,2,Snack,scooter,0,No,Metropolitian,13,Stormy,6.21,13,13,15
21,4.8,High,0,Drinks,motorcycle,0,No,Metropolitian,24,Windy,1.55,11,11,5
38,4.0,Medium,0,Snack,motorcycle,1,No,Metropolitian,39,Stormy,6.21,15,16,5
30,4.9,Low,0,Meal,motorcycle,1,No,Metropolitian,23,Sunny,9.32,23,23,10
32,4.6,Low,2,Drinks,electric_scooter,1,No,Urban,19,Fog,3.11,8,8,10
39,4.9,Low,1,Buffet,scooter,1,No,Urban,19,Sunny,4.66,22,23,5
37,4.8,Low,1,Snack,motorcycle,0,No,Metropolitian,27,Sandstorms,3.11,8,8,15
34,4.7,Jam,1,Snack,scooter,1,No,Urban,19,Sunny,7.76,20,20,5
38,4.3,Jam,2,Drinks,motorcycle,2,Yes,Metropolitian,43,Stormy,17.08,19,19,10
37,4.7,Low,2,Drinks,motorcycle,1,No,Metropolitian,28,Stormy,12.42,23,23,10
38,4.6,Medium,2,Meal,scooter,1,No,Metropolitian,26,Windy,4.66,17,17,5
36,4.8,Jam,2,Meal,scooter,1,No,Metropolitian,27,Windy,7.76,21,21,5
37,4.7,Jam,1,Snack,motorcycle,1,No,Metropolitian,22,Sunny,7.76,19,20,15
21,4.7,Low,2,Meal,motorcycle,1,No,Metropolitian,13,Fog,1.55,11,11,5
28,4.9,Low,0,Buffet,motorcycle,1,No,Metropolitian,19,Fog,1.55,10,10,15
35,4.7,Medium,0,Meal,motorcycle,0,No,Urban,28,Sunny,6.21,16,16,5
33,4.3,Medium,0,Meal,motorcycle,1,No,Metropolitian,40,Sandstorms,17.08,17,17,15
25,4.7,Low,1,Meal,scooter,1,No,Metropolitian,19,Stormy,7.76,23,23,15
34,4.7,Low,0,Buffet,motorcycle,1,No,Metropolitian,29,Sunny,1.55,10,10,15
30,4.5,Jam,1,Drinks,scooter,1,No,Metropolitian,30,Stormy,12.42,19,19,5
22,5.0,Jam,1,Buffet,motorcycle,1,No,Metropolitian,35,Fog,17.08,21,21,15
20,4.7,Medium,0,Buffet,motorcycle,0,No,Metropolitian,17,Stormy,9.32,18,19,15
33,4.9,Low,1,Buffet,motorcycle,1,No,Urban,15,Stormy,17.08,22,22,15
34,4.8,Low,0,Meal,motorcycle,1,No,Metropolitian,23,Sunny,9.32,23,23,5
34,5.0,Jam,2,Drinks,motorcycle,3,Yes,Metropolitian,47,Cloudy,10.87,21,21,15
28,4.1,Low,0,Snack,motorcycle,0,No,Metropolitian,26,Windy,7.76,23,23,10
37,4.8,Jam,0,Buffet,motorcycle,0,No,Urban,48,Windy,4.66,20,21,5
37,4.6,Low,2,Drinks,scooter,1,No,Metropolitian,26,Windy,7.76,22,22,10
29,4.7,Medium,2,Snack,electric_scooter,0,No,Urban,25,Sandstorms,10.87,18,18,5
32,4.1,Low,0,Meal,motorcycle,2,No,Metropolitian,40,Cloudy,17.08,23,0,-1435
36,4.3,Jam,0,Drinks,motorcycle,1,Yes,Metropolitian,44,Windy,20.18,20,20,5
34,4.8,Low,2,Buffet,scooter,0,No,Metropolitian,17,Cloudy,1.55,9,9,5
36,4.7,Low,1,Buffet,scooter,1,No,Metropolitian,18,Fog,4.66,23,23,10
30,4.3,High,0,Buffet,motorcycle,1,No,Metropolitian,32,Fog,6.21,12,12,10
28,4.7,Jam,2,Snack,motorcycle,1,No,Metropolitian,28,Fog,9.32,20,20,5
23,4.5,Low,1,Snack,motorcycle,0,No,Metropolitian,15,Sandstorms,7.76,22,22,10
21,5.0,Low,2,Meal,scooter,0,No,Urban,18,Sunny,7.76,23,23,15
36,4.8,Medium,0,Drinks,motorcycle,1,No,Metropolitian,30,Fog,6.21,16,16,5
28,4.6,Medium,1,Buffet,scooter,0,No,Urban,18,Cloudy,4.66,17,17,5
35,4.6,Low,0,Meal,motorcycle,1,No,Urban,25,Fog,1.55,9,9,15
36,4.9,High,0,Meal,motorcycle,1,No,Metropolitian,40,Windy,6.21,12,12,10
35,4.9,High,0,Drinks,motorcycle,1,No,Metropolitian,40,Windy,1.55,11,11,15
35,4.6,Low,1,Snack,scooter,1,No,Metropolitian,20,Sandstorms,1.55,9,9,15
39,5.0,Medium,0,Snack,motorcycle,1,No,Metropolitian,34,Sandstorms,4.66,18,18,10
24,4.7,Medium,1,Drinks,motorcycle,0,No,Urban,11,Fog,7.76,18,18,10
39,4.1,Medium,0,Buffet,motorcycle,1,No,Metropolitian,38,Sunny,12.42,17,17,5
29,4.6,High,2,Buffet,motorcycle,1,No,Metropolitian,28,Fog,6.21,14,14,5
39,4.4,Jam,1,Drinks,motorcycle,1,Yes,Metropolitian,45,Fog,12.42,20,20,5
24,4.5,Jam,1,Buffet,motorcycle,0,No,Metropolitian,12,Sandstorms,4.66,21,22,10
37,4.2,Low,2,Drinks,motorcycle,1,No,Metropolitian,31,Cloudy,17.08,23,23,15
24,4.9,Jam,1,Drinks,scooter,0,No,Urban,11,Sunny,12.42,22,22,5
35,4.6,Low,2,Snack,motorcycle,0,No,Metropolitian,29,Stormy,17.08,22,22,15
30,4.9,Medium,2,Meal,scooter,1,No,Urban,25,Sandstorms,12.42,18,18,10
28,3.4,Low,1,Drinks,motorcycle,1,No,Metropolitian,33,Sunny,13.97,23,0,-1425
39,4.2,Jam,0,Buffet,motorcycle,3,No,Urban,50,Sandstorms,12.42,19,20,15
30,3.7,Low,1,Snack,scooter,0,No,Metropolitian,35,Fog,17.08,23,23,15
38,4.9,Jam,1,Drinks,scooter,0,No,Urban,16,Sunny,4.66,22,22,10
31,4.5,Low,0,Snack,motorcycle,1,No,Metropolitian,27,Sandstorms,12.42,0,0,5
34,4.1,Low,1,Drinks,motorcycle,1,No,Urban,35,Cloudy,10.87,23,23,15
25,4.0,Low,0,Meal,motorcycle,1,No,Metropolitian,28,Stormy,3.11,10,11,5
34,4.9,Medium,1,Buffet,motorcycle,1,No,Urban,17,Fog,6.21,16,16,5
30,5.0,Medium,1,Drinks,motorcycle,1,No,Metropolitian,17,Fog,7.76,18,18,15
24,5.0,Medium,0,Buffet,motorcycle,1,No,Metropolitian,25,Stormy,9.32,19,19,5
33,5.0,Low,2,Snack,motorcycle,1,No,Metropolitian,20,Sunny,12.42,22,22,10
31,4.9,Jam,0,Snack,motorcycle,1,No,Urban,30,Cloudy,4.66,21,21,10
33,4.6,Jam,2,Meal,motorcycle,1,No,Metropolitian,27,Sandstorms,13.97,20,20,5
29,4.9,Medium,1,Drinks,scooter,1,No,Metropolitian,18,Sunny,4.66,18,18,10
28,4.7,Jam,0,Meal,motorcycle,1,No,Metropolitian,38,Sandstorms,17.08,19,20,15
28,4.9,Medium,2,Buffet,electric_scooter,1,No,Metropolitian,19,Windy,12.42,18,18,15
38,5.0,Jam,2,Drinks,motorcycle,1,No,Urban,45,Fog,10.87,20,20,5
39,4.6,Medium,1,Snack,scooter,1,No,Metropolitian,25,Windy,6.21,15,15,10
24,4.8,Medium,1,Drinks,motorcycle,1,No,Metropolitian,19,Sunny,10.87,17,17,10
22,4.8,Medium,2,Buffet,electric_scooter,1,No,Metropolitian,26,Windy,7.76,17,17,15
33,4.9,Jam,0,Meal,motorcycle,2,No,Metropolitian,49,Windy,9.32,20,21,10
33,4.9,Medium,0,Meal,motorcycle,1,No,Urban,26,Windy,6.21,15,16,5
29,4.8,Medium,2,Drinks,electric_scooter,0,No,Metropolitian,17,Stormy,10.87,18,18,10
39,4.9,Low,0,Meal,motorcycle,1,No,Metropolitian,22,Stormy,13.97,22,22,10
29,4.7,Jam,2,Meal,scooter,1,No,Urban,13,Sunny,9.32,19,19,10
32,4.5,Jam,0,Meal,motorcycle,0,No,Metropolitian,40,Cloudy,20.18,21,21,10
27,4.7,Medium,0,Snack,motorcycle,1,No,Urban,22,Fog,9.31,18,19,10
22,4.6,Jam,2,Buffet,motorcycle,0,No,Urban,12,Sunny,7.76,19,20,5
31,4.6,Low,2,Buffet,electric_scooter,1,No,Metropolitian,16,Cloudy,1.55,8,9,15
23,4.9,Low,1,Snack,scooter,1,No,Metropolitian,18,Fog,7.76,23,23,15
36,4.8,Low,0,Buffet,motorcycle,1,No,Metropolitian,25,Cloudy,3.11,8,8,5
35,4.6,Low,2,Buffet,motorcycle,1,No,Metropolitian,21,Stormy,9.32,23,23,15
37,4.7,Medium,1,Meal,motorcycle,1,No,Metropolitian,26,Stormy,20.18,17,17,5
37,4.9,Medium,0,Meal,motorcycle,1,No,Metropolitian,39,Cloudy,20.18,18,18,5
21,4.5,Medium,1,Buffet,motorcycle,1,No,Metropolitian,26,Cloudy,20.18,17,17,10
21,4.6,High,0,Meal,motorcycle,1,No,Metropolitian,23,Fog,1.55,11,11,10
35,5.0,Medium,2,Snack,scooter,1,No,Metropolitian,25,Windy,10.87,18,18,5
34,4.9,Low,2,Meal,scooter,1,No,Metropolitian,23,Sandstorms,12.42,22,23,10
33,4.6,Medium,0,Meal,motorcycle,0,No,Metropolitian,49,Fog,12.42,18,18,15
27,4.1,Low,0,Drinks,motorcycle,1,No,Metropolitian,18,Windy,3.1,8,9,10
29,4.8,Jam,2,Drinks,motorcycle,0,No,Metropolitian,19,Windy,17.08,21,21,10
30,4.5,Low,0,Buffet,motorcycle,1,No,Metropolitian,21,Sandstorms,12.42,23,23,15
31,4.6,Low,2,Snack,scooter,0,No,Metropolitian,20,Sandstorms,7.76,23,0,-1425
36,4.6,High,1,Drinks,scooter,1,No,Metropolitian,33,Sandstorms,6.21,12,12,15
37,4.0,Jam,0,Snack,motorcycle,1,No,Metropolitian,47,Stormy,7.76,20,21,15
25,4.5,Jam,0,Snack,motorcycle,1,No,Metropolitian,29,Windy,7.76,19,19,10
39,4.2,High,0,Meal,motorcycle,2,No,Metropolitian,39,Stormy,6.21,13,13,10
28,4.2,Low,0,Buffet,motorcycle,1,No,Metropolitian,28,Stormy,1.55,9,9,10
37,4.7,Low,1,Buffet,motorcycle,0,No,Metropolitian,18,Cloudy,3.11,9,9,15
31,4.7,Jam,1,Meal,motorcycle,1,No,Metropolitian,41,Cloudy,20.18,21,21,10
36,4.0,Jam,1,Snack,scooter,0,No,Metropolitian,34,Cloudy,4.66,21,21,10
32,4.2,High,0,Buffet,motorcycle,1,No,Metropolitian,32,Windy,3.11,11,11,10
29,4.3,Medium,0,Snack,motorcycle,1,No,Urban,31,Stormy,13.97,18,18,10
26,4.7,Medium,0,Drinks,motorcycle,2,No,Metropolitian,35,Cloudy,20.18,17,18,10
31,3.9,Jam,1,Snack,scooter,1,No,Metropolitian,31,Stormy,13.97,21,21,10
28,4.8,Medium,2,Buffet,scooter,0,No,Metropolitian,23,Sandstorms,7.76,17,17,15
36,4.4,Jam,1,Snack,scooter,0,No,Metropolitian,33,Stormy,10.87,20,20,5
20,5.0,Low,2,Drinks,electric_scooter,1,No,Metropolitian,18,Sunny,7.76,0,0,5
33,4.8,Low,2,Meal,motorcycle,1,No,Metropolitian,25,Sandstorms,3.11,10,11,15
32,4.7,Jam,1,Snack,scooter,1,No,Urban,15,Sunny,13.97,20,20,10
30,4.5,Jam,0,Snack,motorcycle,1,No,Metropolitian,28,Fog,7.76,19,19,5
22,2.6,Low,1,Buffet,scooter,2,No,Metropolitian,44,Sunny,10.87,23,23,15
38,4.5,Jam,1,Buffet,motorcycle,1,No,Urban,17,Sunny,13.97,19,19,15
34,4.4,Jam,1,Meal,scooter,1,No,Metropolitian,37,Sandstorms,13.97,21,22,10
27,4.6,Jam,2,Snack,scooter,1,No,Metropolitian,18,Stormy,4.66,21,21,15
27,4.1,Jam,0,Buffet,motorcycle,1,No,Metropolitian,36,Sandstorms,7.76,22,22,15
32,4.3,Medium,2,Drinks,scooter,1,No,Metropolitian,39,Stormy,12.42,17,17,15
37,4.6,Low,0,Drinks,motorcycle,1,No,Metropolitian,27,Windy,20.18,0,0,10
20,4.6,Medium,1,Drinks,motorcycle,1,No,Urban,19,Fog,6.21,15,15,10
22,4.9,Low,0,Meal,motorcycle,0,No,Metropolitian,23,Fog,17.08,23,23,5
23,3.2,Low,2,Drinks,scooter,1,No,Metropolitian,31,Sunny,20.18,23,23,15
39,5.0,Low,1,Drinks,motorcycle,1,No,Metropolitian,21,Sandstorms,3.11,10,10,15
35,3.5,Low,2,Drinks,scooter,0,No,Metropolitian,33,Fog,13.97,22,23,10
30,4.8,Medium,0,Buffet,motorcycle,1,No,Metropolitian,26,Windy,6.21,15,15,15
27,4.6,Medium,0,Drinks,motorcycle,0,No,Metropolitian,26,Sandstorms,9.31,18,18,10
31,4.9,Medium,1,Snack,scooter,0,No,Metropolitian,22,Sandstorms,17.08,18,18,10
36,4.5,Low,1,Snack,scooter,1,No,Urban,25,Sandstorms,17.07,23,23,5
20,5.0,Low,2,Snack,scooter,1,No,Urban,12,Sandstorms,3.11,9,9,5
23,4.8,Low,2,Meal,scooter,0,No,Metropolitian,24,Sunny,1.55,8,8,5
30,4.9,Medium,1,Buffet,motorcycle,1,No,Metropolitian,26,Stormy,17.08,18,19,10
21,4.9,Jam,2,Meal,motorcycle,0,No,Urban,20,Cloudy,4.66,21,22,10
39,4.6,Low,1,Meal,scooter,0,No,Metropolitian,16,Fog,3.11,8,8,5
23,5.0,Medium,0,Snack,motorcycle,1,No,Metropolitian,21,Stormy,20.18,18,18,15
30,4.8,Jam,0,Buffet,motorcycle,1,No,Metropolitian,49,Sandstorms,10.87,19,19,10
22,4.7,Low,0,Snack,motorcycle,0,No,Metropolitian,22,Stormy,10.87,23,23,15
23,4.7,High,2,Buffet,electric_scooter,0,No,Urban,22,Windy,6.21,14,14,15
21,4.6,Low,2,Buffet,scooter,0,No,Urban,20,Fog,13.97,23,23,10
38,4.8,Medium,0,Drinks,motorcycle,1,No,Metropolitian,26,Fog,6.21,16,16,5
20,4.5,Jam,0,Snack,motorcycle,1,No,Metropolitian,42,Fog,13.97,21,21,15
29,4.6,Low,2,Snack,electric_scooter,0,No,Urban,14,Fog,4.66,22,22,15
28,4.9,Jam,0,Drinks,motorcycle,1,No,Urban,24,Sandstorms,9.31,21,21,5
21,4.6,Jam,2,Snack,scooter,1,No,Metropolitian,30,Cloudy,20.18,21,21,5
26,4.9,Medium,1,Drinks,scooter,1,No,Metropolitian,20,Stormy,4.66,18,18,10
28,5.0,Medium,1,Meal,scooter,2,No,Metropolitian,39,Fog,17.08,18,18,10
28,4.8,Medium,2,Buffet,motorcycle,1,No,Metropolitian,22,Windy,10.87,18,18,15
21,4.9,High,0,Drinks,motorcycle,1,No,Metropolitian,29,Fog,3.11,11,11,10
21,4.9,Jam,0,Meal,motorcycle,1,No,Urban,27,Sandstorms,17.08,21,21,5
35,4.6,High,1,Drinks,scooter,0,No,Metropolitian,32,Sandstorms,6.21,12,12,15
24,4.6,Jam,2,Snack,scooter,1,No,Urban,23,Sandstorms,4.66,20,21,15
34,5.0,Medium,0,Meal,motorcycle,2,No,Metropolitian,41,Cloudy,12.42,18,19,10
33,4.8,High,2,Buffet,electric_scooter,1,No,Metropolitian,24,Sunny,6.21,14,14,15
36,4.7,Medium,0,Snack,motorcycle,1,No,Metropolitian,22,Sunny,7.76,18,19,15
31,4.3,Low,0,Buffet,motorcycle,1,No,Metropolitian,23,Sandstorms,1.55,9,9,10
23,4.8,Medium,2,Buffet,electric_scooter,1,No,Metropolitian,18,Sandstorms,10.87,18,18,15
32,4.8,Low,0,Meal,motorcycle,0,No,Metropolitian,22,Windy,20.18,22,22,5
36,4.5,Jam,0,Drinks,motorcycle,0,No,Semi-Urban,53,Fog,17.08,19,19,10
38,5.0,Jam,0,Meal,motorcycle,0,No,Metropolitian,35,Windy,20.18,21,21,10
26,4.9,Jam,1,Drinks,motorcycle,0,No,Metropolitian,23,Sandstorms,10.87,20,20,15
21,4.8,Low,1,Meal,motorcycle,1,No,Metropolitian,15,Cloudy,7.76,23,23,15
31,4.7,Low,0,Snack,motorcycle,0,No,Metropolitian,21,Stormy,10.87,23,23,15
22,4.6,Low,2,Drinks,scooter,0,No,Metropolitian,14,Windy,20.18,23,23,15
36,3.5,Low,2,Buffet,scooter,1,No,Metropolitian,34,Cloudy,20.18,22,23,15
37,4.8,Jam,0,Drinks,motorcycle,2,No,Metropolitian,42,Windy,13.97,19,19,10
26,4.7,Jam,1,Buffet,scooter,1,No,Urban,20,Stormy,20.18,20,20,15
34,4.3,Low,0,Snack,motorcycle,0,No,Urban,33,Windy,1.55,8,8,5
39,4.9,Jam,0,Buffet,motorcycle,3,No,Metropolitian,45,Stormy,17.08,21,21,15
21,4.7,Medium,1,Meal,motorcycle,1,No,Metropolitian,18,Stormy,12.42,17,17,15
33,4.8,Jam,2,Meal,motorcycle,1,No,Metropolitian,24,Sunny,12.42,21,21,10
29,5.0,Jam,1,Meal,motorcycle,0,No,Urban,27,Windy,12.42,20,20,15
30,4.8,Jam,0,Snack,motorcycle,1,No,Metropolitian,30,Sunny,12.42,20,21,15
30,4.6,Medium,2,Snack,electric_scooter,0,No,Urban,29,Sandstorms,17.08,17,17,10
28,4.7,Low,1,Meal,motorcycle,0,No,Metropolitian,15,Stormy,10.87,23,23,10
22,4.6,Low,0,Snack,motorcycle,0,No,Urban,17,Cloudy,1.55,8,8,10
36,4.8,Jam,0,Meal,motorcycle,1,No,Metropolitian,44,Stormy,17.07,21,21,10
26,4.5,Medium,2,Meal,scooter,1,No,Urban,25,Fog,20.18,18,18,5
37,4.9,Low,2,Meal,scooter,1,No,Metropolitian,15,Windy,10.87,22,22,10
39,4.9,Low,0,Drinks,motorcycle,1,No,Metropolitian,27,Cloudy,3.11,10,10,5
25,4.9,Jam,2,Meal,scooter,1,No,Urban,19,Sandstorms,17.08,20,20,10
39,4.8,Medium,2,Buffet,scooter,1,No,Urban,30,Sandstorms,4.66,18,18,5
31,4.6,Medium,0,Drinks,motorcycle,1,No,Metropolitian,22,Sunny,9.32,17,17,15
36,4.1,Jam,0,Snack,motorcycle,1,No,Metropolitian,33,Windy,9.31,21,22,10
34,4.7,Low,2,Drinks,electric_scooter,1,No,Metropolitian,27,Cloudy,13.97,22,22,10
39,5.0,Medium,2,Meal,scooter,1,No,Metropolitian,23,Sunny,6.21,16,16,5
